sentencia,razon
T-932/13,"llm_no_pertinente: El caso trata sobre servicio militar obligatorio y derechos constitucionales de militares, no sobre una relación laboral individual regida por el CST."
T-121/02,"llm_no_pertinente: El caso trata sobre arbitramento y acceso a la justicia en un contrato de concesión (derecho administrativo/contratación estatal), no sobre una relación laboral individual regida por el CST."
T-355/93,"llm_no_pertinente: El caso trata sobre silencio administrativo en trámite aduanal de una empresa importadora, no sobre una relación laboral individual regida por el CST."
T-237/11,"llm_no_pertinente: El tema central es seguridad social en salud (pago de incapacidad laboral y afiliación al sistema de seguridad social), no relación laboral individual regida por CST."
T-389/10,no_pasa_prefiltro_keywords
T-522/12,"llm_no_pertinente: El tema central es pensión de vejez (seguridad social), no una relación laboral individual regida por el CST."
T-1064/04,"llm_no_pertinente: El tema central es derecho a la salud y responsabilidad de una EPS (ISS) por omisión en prestación de servicios de salud, no una relación laboral individual regida por CST."
T-667/17,"llm_no_pertinente: El caso trata sobre consulta previa a comunidades indígenas y étnicas respecto a políticas públicas, no sobre una relación laboral individual regida por el CST."
T-198/14,no_pasa_prefiltro_keywords
T-089/08,"llm_no_pertinente: El caso trata sobre indexación de primera mesada pensional, que es materia de seguridad social en pensiones, no relación laboral individual regida por CST."
T-360/00,llm_no_pertinente: El tema central es seguridad social en salud: suspensión de servicios de EPS por mora en aportes y cobertura de servicios médicos. No es un litigio laboral individual entre empleador y trabajador.
T-381/12,"llm_no_pertinente: El tema central es reconocimiento y pago de pensiones (seguridad social pensional), no relación laboral individual regida por CST."
T-497/06,no_pasa_prefiltro_keywords
T-217/18,no_pasa_prefiltro_keywords
T-077/01,"llm_no_pertinente: El accionante es funcionario público de una entidad estatal (DIAN) bajo régimen estatutario/administrativo, no regido por CST sino por normas de carrera administrativa y estatutos especiales."
T-362/05,"llm_no_pertinente: El accionante es una empresa (EAT ASMEDIC) contratista de servicios, no un trabajador individual; el litigio versa sobre incumplimiento de un contrato de prestación de servicios entre personas jurídicas, no sobre una relación laboral individual regida por el CST."
T-853/99,no_pasa_prefiltro_keywords
T-383/93,no_pasa_prefiltro_keywords
T-860/13,"llm_no_pertinente: El caso trata sobre derechos a la educación y retención de certificados académicos por no pago de pensión escolar, no sobre una relación laboral individual regida por el CST."
T-567/05,"llm_no_pertinente: El caso trata sobre pago de mesadas pensionales de pensionados, que es materia de seguridad social (pensión), no derecho laboral individual."
T-313/11,"llm_no_pertinente: El caso versa sobre acreencias laborales (salarios y prestaciones) reclamadas por vía de tutela tras el fallecimiento del trabajador; aunque nominalmente laboral, el objeto central es la procedencia de la tutela y la carencia sobreviniente, no una controversia individual de relación laboral vigente. Además, la sentencia remite la reclamación de fondo a la jurisdicción ordinaria, no resolviendo el derecho laboral individual."
T-764/03,"llm_no_pertinente: El tema central es seguridad social: subsidio familiar (prestación de seguridad social), no relación laboral individual CST. Además, la demandante es docente oficial (empleada pública de entidad estatal bajo régimen estatutario), no trabajadora CST."
T-001/26,"llm_no_pertinente: El tema central es pensión de invalidez y seguridad social en pensiones, no relación laboral individual regida por CST."
T-972/06,"llm_no_pertinente: El caso trata centralmente sobre pensión de vejez, indemnización sustitutiva y Sistema General de Pensiones (Ley 100 de 1993), que es materia de seguridad social en pensiones, no derecho laboral individual."
T-006/04,no_pasa_prefiltro_keywords
T-1231/01,"llm_no_pertinente: El tema central es pensión (mesadas pensionales) y seguridad social en salud, no relación laboral individual regida por CST."
T-416/05,"llm_no_pertinente: El caso trata sobre retención de salario por deuda de crédito educativo (ICETEX), no sobre relación laboral individual regida por CST. Es un asunto de seguridad social educativa/financiera, no derecho laboral sustantivo."
T-691/09,"llm_no_pertinente: Los accionantes son docentes de entidad estatal (municipio) regidos por estatuto docente, no por CST; además, el caso se centra en procedimiento de tutela por inmediatez y acreencias, no en relación laboral individual sustantiva."
T-137/09,"llm_no_pertinente: El caso trata sobre negación de pago de incapacidad por parte de una EPS, que es seguridad social en salud, no relación laboral individual regida por CST."
T-371/23,sin_texto_o_url_no_resuelve
T-167/04,no_pasa_prefiltro_keywords
T-178/04,no_pasa_prefiltro_keywords
T-1204/01,no_pasa_prefiltro_keywords
SU-240/15,"llm_no_pertinente: El caso trata sobre procedimiento constitucional de tutela contra providencias judiciales y temeridad, no sobre relación laboral individual."
T-560/15,"llm_no_pertinente: El caso trata sobre derechos fundamentales a la recreación y el deporte de personas con discapacidad, no sobre una relación laboral individual regida por el CST. Lo laboral es incidental."
T-920/06,"llm_no_pertinente: El tema central es bonos pensionales y seguridad social pensional, no relación laboral individual bajo CST."
T-319/11,no_pasa_prefiltro_keywords
T-348/15,"llm_no_pertinente: El caso trata sobre pensión de invalidez por VIH/SIDA, que es materia de seguridad social pensional, no de relación laboral individual regida por el CST."
T-080/00,"llm_no_pertinente: El caso trata sobre derecho de petición y responsabilidad civil por accidente en infraestructura eléctrica (servicio público), no sobre una relación laboral individual regida por el CST."
T-149/12,"llm_no_pertinente: El tema central es pensión de vejez/jubilación y seguridad social (Ley 100 de 1993), no relación laboral individual regida por CST."
T-553/23,"llm_no_pertinente: El caso trata sobre sanciones disciplinarias internas de partidos políticos y derechos político-electorales, no sobre una relación laboral individual regida por el CST."
T-720/09,"llm_no_pertinente: El caso trata sobre derecho a la educación de estudiantes en una institución educativa, no sobre una relación laboral individual regida por el CST."
T-825/05,"llm_no_pertinente: El tema central es el pago de licencia de maternidad reclamado contra una EPS, que es un trámite de seguridad social en salud, no un litigio laboral entre empleador y trabajador."
T-413/94,"llm_no_pertinente: El caso trata sobre pago de mesadas pensionales y derechos de seguridad social en pensión, no sobre relación laboral individual regida por el CST."
T-809/03,"llm_no_pertinente: El caso trata sobre negación de cobertura de servicios de salud (cirugías) por una EPS, que es un asunto de seguridad social en salud, no de relación laboral individual regida por el CST."
T-640/08,no_pasa_prefiltro_keywords
SU-355/22,no_pasa_prefiltro_keywords
T-421/25,"llm_no_pertinente: El caso trata sobre privación injusta de la libertad y responsabilidad estatal, no sobre una relación laboral individual regida por el CST."
T-131A/96,sin_texto_o_url_no_resuelve
T-281/11,"llm_no_pertinente: El caso trata sobre pago de mesadas pensionales, que es materia de seguridad social en pensiones, no derecho laboral individual."
T-557/03,no_pasa_prefiltro_keywords
T-448/09,"llm_no_pertinente: El tema central es seguridad social en salud: negación de pago de licencia de maternidad por una EPS (Coomeva), no un litigio laboral entre empleador y trabajador individual regido por CST."
T-401/22,no_pasa_prefiltro_keywords
T-047/13,"llm_no_pertinente: El tema central es pensión de sobrevivientes (seguridad social), no relación laboral individual."
T-021/99,no_pasa_prefiltro_keywords
T-471/10,no_pasa_prefiltro_keywords
T-711/11,no_pasa_prefiltro_keywords
T-651/08,"llm_no_pertinente: El caso trata sobre contrato de prestación de servicios (no relación laboral regida por CST); además, el objeto central es el derecho al mínimo vital y tutela excepcional, no una controversia laboral individual típica."
T-656/00,sin_articulos_fundamento_directo
T-135/11,no_pasa_prefiltro_keywords
T-342/20,"llm_no_pertinente: El caso trata sobre libertad de expresión, buen nombre y honra en redes sociales; no versa sobre relación laboral individual regida por el CST (contratación, terminación, salario, jornada, etc.)."
T-501/09,no_pasa_prefiltro_keywords
T-567/06,"llm_no_pertinente: El caso trata sobre seguridad social en salud (SISBEN, EPS, cuota moderadora, acceso a servicios de salud), no sobre una relación laboral individual regida por el CST."
T-189/18,no_pasa_prefiltro_keywords
T-035/00,"llm_no_pertinente: La accionante es empleada de la Gobernación de Nariño (entidad estatal) en cargo de Secretaria, lo que indica vínculo de empleado público bajo régimen administrativo, no CST."
T-523/99,"llm_no_pertinente: El tema central es reconocimiento y pago de pensión de jubilación, que es materia de seguridad social/pensiones, no derecho laboral individual regido por CST."
T-664/08,"llm_no_pertinente: El tema central es mesada pensional y descuentos sobre prestaciones de pensionado, materia de seguridad social en pensiones, no relación laboral individual regida por CST."
T-145/99,"llm_no_pertinente: El accionante es servidor público del Estado en educación básica primaria (empleado público bajo régimen estatutario/administrativo), no trabajador regido por CST. El vínculo es de empleado público de la rama educativa."
T-517/06,"llm_no_pertinente: El caso trata sobre derecho de seguros y libertad contractual en materia aseguradora, no sobre una relación laboral individual regida por el Código Sustantivo del Trabajo."
T-566/13,no_pasa_prefiltro_keywords
T-992/05,"llm_no_pertinente: El empleador es una entidad estatal (Hospital Santa Clara E.S.E.) y el vínculo es de empleado público bajo régimen administrativo, no de trabajador oficial regido por CST."
T-419/10,no_pasa_prefiltro_keywords
T-288/11,"llm_no_pertinente: El caso trata sobre procedibilidad de la acción de tutela contra providencias judiciales (principio de inmediatez), no sobre una relación laboral individual regida por el CST."
T-719/03,"llm_no_pertinente: El caso trata sobre seguridad personal y protección de derechos fundamentales de reinsertados y familias vulnerables, no sobre relación laboral individual regida por el CST."
T-305/24,"llm_no_pertinente: El caso trata sobre derecho a la vivienda digna, desalojo, desplazamiento forzado y atención humanitaria; no sobre relación laboral individual regulada por el CST."
T-625/16,"llm_no_pertinente: El caso trata sobre fijación de honorarios de abogados y defectos en providencias judiciales, no sobre relación laboral individual regida por el CST."
T-489/08,"llm_no_pertinente: El caso trata sobre actuaciones de la Fiscalía General, investigación penal y disciplina de fiscales; no sobre una relación laboral individual entre empleador y trabajador regida por el CST."
T-367/17,"llm_no_pertinente: El caso trata centralmente sobre derecho de asociación sindical (fuero sindical y despido discriminatorio por sindicalización), que es derecho colectivo, no laboral individual."
T-405/17,"llm_no_pertinente: El caso trata sobre el derecho fundamental a la salud y la negación de servicios de salud (hemodiálisis) por una EPS, lo cual es materia de seguridad social en salud, no de derecho laboral individual."
T-022/18,"llm_no_pertinente: El caso trata sobre imprescriptibilidad de pensión y mesadas pensionales, que es materia de seguridad social en pensiones, no derecho laboral individual."
T-825/10,no_pasa_prefiltro_keywords
T-423/13,"llm_no_pertinente: El caso trata sobre derecho fundamental a la educación y permanencia en el sistema educativo, no sobre relación laboral individual regida por el CST."
T-161A/19,no_pasa_prefiltro_keywords
T-624/97,no_pasa_prefiltro_keywords
T-482/04,"llm_no_pertinente: El caso trata sobre derecho al buen nombre y una deuda con empresa de apuestas, no sobre relación laboral individual regida por CST"
T-703/04,no_pasa_prefiltro_keywords
T-488/06,no_pasa_prefiltro_keywords
T-627/99,no_pasa_prefiltro_keywords
T-170/09,no_pasa_prefiltro_keywords
T-433/11,"llm_no_pertinente: El caso trata sobre derechos territoriales colectivos de comunidades indígenas, no sobre relación laboral individual regida por el CST."
T-1387/00,no_pasa_prefiltro_keywords
T-862/02,no_pasa_prefiltro_keywords
T-1011/99,no_pasa_prefiltro_keywords
T-384/11,"llm_no_pertinente: El tema central es pensión (reconocimiento, pago e indexación de mesada pensional), que es seguridad social, no relación laboral individual."
T-527/20,no_pasa_prefiltro_keywords
T-075/19,"llm_no_pertinente: El caso trata sobre una acción de tutela contra providencias judiciales (cuestión procesal/constitucional), no sobre la relación laboral individual en sí. Lo laboral es incidental; el objeto central es la vulneración de derechos procesales en un litigio laboral anterior."
T-080/95,no_pasa_prefiltro_keywords
T-681/07,no_pasa_prefiltro_keywords
T-203/14,"llm_no_pertinente: El caso trata sobre derecho a la educación y retención de documentos académicos por mora en pensiones escolares, no sobre una relación laboral individual regida por el CST. El accionante es estudiante, no trabajador."
T-260/13,"llm_no_pertinente: El tema central es pensión de sobrevivientes (prestación de seguridad social), no relación laboral individual regida por CST."
T-028/05,no_pasa_prefiltro_keywords
T-385/23,sin_texto_o_url_no_resuelve
T-215/03,"llm_no_pertinente: El caso trata sobre derechos de un usuario frente a una entidad financiera (derecho de petición y servicios bancarios), no sobre una relación laboral individual regida por el CST."
T-615/16,"llm_no_pertinente: El caso trata sobre régimen de transición pensional (Ley 100/93, artículo 36) e ingreso base de liquidación pensional, que es materia de seguridad social en pensiones, no derecho laboral individual."
T-971/05,"llm_no_pertinente: El tema central es pensión de sobrevivientes, que es materia de seguridad social en pensión, no derecho laboral individual."
T-601/13,"llm_no_pertinente: El fragmento trata sobre derechos constitucionales de personas con discapacidad (accesibilidad, ambiente físico, integración social) de manera general, sin abordar una relación laboral individual específica regida por el CST. Lo laboral aparece solo de forma incidental en el título."
T-401/25,no_pasa_prefiltro_keywords
T-235/15,"llm_no_pertinente: El caso trata sobre seguridad social (pensión) y procedimiento de tutela, no sobre relación laboral individual bajo CST."
T-737/04,"llm_no_pertinente: El accionante es funcionario público (Vicecontralor General de la República) sujeto a régimen disciplinario administrativo por la Procuraduría, no a relación laboral individual regida por CST."
T-201/17,no_pasa_prefiltro_keywords
T-871/06,no_pasa_prefiltro_keywords
T-452/15,"llm_no_pertinente: El caso trata sobre contratos de seguro (seguro de vida grupo deudores), mora en primas y reticencia aseguradora; es derecho civil de seguros, no relación laboral individual regida por CST."
SU-1554/00,no_pasa_prefiltro_keywords
T-790/13,no_pasa_prefiltro_keywords
T-491/18,"llm_no_pertinente: El tema central es seguridad social en salud (EPS): diagnóstico, medicamentos, servicios excluidos del PBS, negación de cobertura. No es un litigio laboral individual entre empleador y trabajador."
T-864/05,"llm_no_pertinente: El caso versa sobre un docente oficial bajo régimen estatutario (investigación por Procuraduría General de la Nación), no sobre relación laboral individual regida por CST. Además, el objeto central es protección de derechos de menores y educación sexual en colegios, no litigio laboral entre empleador y trabajador."
T-114/22,no_pasa_prefiltro_keywords
T-681/15,"llm_no_pertinente: El caso trata centralmente sobre pensión de invalidez y seguridad social (AFP), no sobre relación laboral individual regida por CST."
T-697/17,"llm_no_pertinente: El tema central es pensión de vejez y seguridad social (Colpensiones, ISS), no relación laboral individual regida por CST."
T-112/04,no_pasa_prefiltro_keywords
T-954/14,"llm_no_pertinente: El caso trata sobre derechos de población desplazada, menores de edad y acceso a programas sociales (Más Familias en Acción), no sobre una relación laboral individual regida por el CST."
T-640/14,"llm_no_pertinente: El caso trata sobre derechos de población desplazada y reparación por daño de conflicto armado, no sobre relación laboral individual regida por CST."
T-890/09,no_pasa_prefiltro_keywords
T-195/04,"llm_no_pertinente: El tema central es pensión de jubilación y su suspensión, que es seguridad social pensional, no derecho laboral individual."
T-364/02,"llm_no_pertinente: El caso trata sobre la validez de un acta de conciliación en un plan de retiro voluntario, que implica terminación de la relación laboral por mutuo acuerdo con bonificación. Aunque nominalmente laboral, el objeto central es cuestionar la eficacia de un acto de conciliación ya ejecutado y cosa juzgada, no una controversia sobre relación laboral individual regida por el CST (contratación, jornada, salario, licencias, estabilidad). Es un litigio sobre la vinculatoriedad de un acuerdo conciliatorio, materia que excede el alcance de derecho laboral individual sustantivo."
T-770/05,"llm_no_pertinente: El empleador es estatal (sector público) y el vínculo se rige por normas de empleado público/funcionario administrativo, no por CST."
T-434/93,"llm_no_pertinente: El caso trata sobre ocupación de inmuebles por el Ejército Nacional y vulneración de derechos constitucionales (intimidad, libertad personal), no sobre una relación laboral individual regida por el Código Sustantivo del Trabajo."
T-161/23,no_pasa_prefiltro_keywords
T-494/13,"llm_no_pertinente: El tema central es pensión de vejez y seguridad social (administradora de pensiones), no una relación laboral individual regida por el CST."
T-437/99,"llm_no_pertinente: El tema central es seguridad social en salud (EPS): negación de cobertura, desafiliación y pago de incapacidades reclamado contra una EPS, no un litigio laboral individual entre empleador y trabajador."
T-270/08,"llm_no_pertinente: El accionante es empleado público en régimen estatutario (Rama Judicial, cargo de carrera administrativa en provisionalidad), no regido por CST sino por régimen administrativo especial de la función judicial."
T-905/02,"llm_no_pertinente: El tema central es seguridad social en salud (EPS y afiliación), no relación laboral individual regida por CST."
T-797/01,no_pasa_prefiltro_keywords
T-427/04,"llm_no_pertinente: El tema central es pensión de vejez (seguridad social pensional), no relación laboral individual regida por CST."
T-295/15,"llm_no_pertinente: El tema central es pensión de invalidez (seguridad social), no relación laboral individual regida por CST."
T-728/06,"llm_no_pertinente: El tema central es licencia de maternidad reclamada contra una EPS (seguridad social en salud), no un litigio laboral entre empleador y trabajador."
T-1480/00,no_pasa_prefiltro_keywords
T-1327/01,"llm_no_pertinente: El contrato inicial es de prestación de servicios bajo Ley 80 de 1993 (contratación administrativa), no bajo CST. No hay evidencia clara de relación laboral individual regida por el Código Sustantivo del Trabajo."
T-220/00,"llm_no_pertinente: El caso combina acreencias laborales (salario) con seguridad social en salud (no pago de aportes a EPS y Seguro Social, negación de servicios de salud). La controversia central incluye la afiliación y cobertura del sistema de salud, lo que lo sitúa en seguridad social en salud, no en derecho laboral individual puro."
T-400/19,"llm_no_pertinente: El tema central es pensión de vejez y sistema pensional, que siempre excluye del alcance de derecho laboral individual aunque mencione contrato de trabajo."
T-065/18,no_pasa_prefiltro_keywords
T-441/14,"llm_no_pertinente: El caso trata sobre derecho fundamental a la salud de menores con discapacidad y cobertura de servicios de salud, no sobre relación laboral individual regida por el CST."
SU-420/19,"llm_no_pertinente: El caso trata sobre derechos fundamentales (intimidad, buen nombre, honra) y libertad de expresión en redes sociales, no sobre relación laboral individual regida por el CST."
T-433/06,"llm_no_pertinente: El caso trata sobre temeridad en acciones de tutela y cosa juzgada procesal, no sobre relación laboral individual."
T-328/08,"llm_no_pertinente: El tema central es pensión de invalidez y seguridad social, no relación laboral individual regida por CST."
T-548/07,no_pasa_prefiltro_keywords
T-042/10,"llm_no_pertinente: El tema central es pensión especial de vejez por actividad de alto riesgo, que es materia de seguridad social pensional, no derecho laboral individual."
T-1010/10,no_pasa_prefiltro_keywords
T-926/12,no_pasa_prefiltro_keywords
T-343/10,"llm_no_pertinente: El caso trata sobre incompatibilidades e inhabilidades para ejercer cargo público (alcaldía), nulidad electoral y función pública, no sobre relación laboral individual regida por el CST."
T-369/15,"llm_no_pertinente: El tema central es pensión (incremento pensional del 14% por cónyuge a cargo), materia de seguridad social pensional, excluida del alcance de derecho laboral individual."
T-656/11,"llm_no_pertinente: El caso trata sobre procedencia de tutela contra providencias judiciales y precedente judicial, no sobre una relación laboral individual regida por el CST."
T-956/13,"llm_no_pertinente: El fragmento trata sobre requisitos procedimentales de la acción de tutela y perjuicio irremediable, sin especificar un caso laboral individual concreto. No se identifica relación laboral, empleador, trabajador ni materia del CST."
T-471/05,"llm_no_pertinente: El caso trata sobre derecho a la salud y transfusión de sangre en contexto médico-hospitalario, no sobre relación laboral individual regida por CST."
T-779/08,"llm_no_pertinente: El caso trata sobre indexación de primera mesada pensional y derechos pensionales, que es materia de seguridad social en pensiones, no de derecho laboral individual."
T-707/99,no_pasa_prefiltro_keywords
T-539/07,no_pasa_prefiltro_keywords
T-118A/13,"llm_no_pertinente: El caso trata sobre responsabilidad civil médica ante una IPS por daño en la prestación de servicios de salud, no sobre una relación laboral individual regida por el CST."
T-767/02,"llm_no_pertinente: El caso trata sobre retención de certificados escolares por deuda de pensiones educativas, es un conflicto entre estudiantes/acudiente y institución educativa, no una relación laboral individual regida por el CST."
T-433/92,"llm_no_pertinente: El caso trata sobre caducidad de una acción de tutela en un proceso penal por estafa, sin relación laboral individual entre partes."
T-348/08,"llm_no_pertinente: El caso trata sobre derecho a la salud y atención médica en accidente de tránsito (SOAT), no sobre relación laboral individual regida por CST."
T-636/13,"llm_no_pertinente: El caso trata sobre derechos fundamentales de niños (educación e integridad), no sobre relación laboral individual regida por el Código Sustantivo del Trabajo."
T-1075/01,no_pasa_prefiltro_keywords
SU-071/22,"llm_no_pertinente: El caso trata sobre inhabilidad para ejercer funciones públicas derivada de condena penal (peculado), no sobre relación laboral individual regida por CST"
T-937/00,no_pasa_prefiltro_keywords
T-524/15,"llm_no_pertinente: El tema central es pensión de vejez y régimen de transición (Ley 100 de 1993), que es seguridad social pensional, no derecho laboral individual."
T-060/20,no_pasa_prefiltro_keywords
T-265/99,no_pasa_prefiltro_keywords
T-535/99,no_pasa_prefiltro_keywords
T-157/94,no_pasa_prefiltro_keywords
T-236/21,"llm_no_pertinente: El caso trata sobre trata de personas (derecho penal y derechos humanos), no sobre relación laboral individual regida por el CST."
T-1160/01,"llm_no_pertinente: Los actores son docentes oficiales vinculados a la planta de personal docente de un municipio, regidos por régimen estatutario/administrativo del magisterio, no por CST."
T-437/96,"llm_no_pertinente: El caso trata sobre retención de salarios y derechos fundamentales del trabajador, pero el accionante es un trabajador independiente/fundador de una cooperativa sin relación laboral individual clara regida por CST; además, la sentencia se enfoca en la efectividad del medio judicial y derechos fundamentales en contexto de reclusión, no en una relación laboral individual típica."
T-164/03,"llm_no_pertinente: El caso versa sobre pensión vitalicia y derecho al mínimo vital en contexto pensional, no sobre relación laboral individual regida por CST"
T-974/04,"llm_no_pertinente: El caso trata sobre cesión de afiliados entre EPS en el régimen contributivo de seguridad social en salud, no sobre una relación laboral individual regida por el CST."
T-689/12,"llm_no_pertinente: El caso trata sobre derechos fundamentales de menores y protección de la infancia, no sobre una relación laboral individual regida por el CST."
T-576/14,"llm_no_pertinente: El caso trata sobre derechos colectivos de comunidades afrocolombianas (propiedad colectiva, identidad cultural, derechos étnicos), no sobre una relación laboral individual entre empleador y trabajador regida por el CST."
T-471/93,no_pasa_prefiltro_keywords
T-613/14,"llm_no_pertinente: El tema central es seguridad social en salud (EPS): negativa de autorización de examen diagnóstico y cobertura de servicios de salud. Aunque menciona pensión de invalidez, el litigio es contra la EPS por prestación de servicios de salud, no un conflicto laboral individual entre empleador y trabajador."
T-133/04,"llm_no_pertinente: El caso trata sobre violencia intrafamiliar y protección de derechos fundamentales (vida e integridad personal), no sobre una relación laboral individual regida por el CST."
T-368/15,"llm_no_pertinente: El tema central es licencia de maternidad reclamada contra una EPS, que es seguridad social en salud, no un litigio laboral individual entre empleador y trabajador."
T-1306/01,"llm_no_pertinente: El fragmento trata sobre principios procesales generales (prevalencia del derecho sustancial, recurso de casación) sin identificar un caso laboral específico ni una relación laboral individual."
T-001/16,"llm_no_pertinente: El tema central es pensión de jubilación y reconocimiento pensional, que corresponde a seguridad social en pensiones, no a derecho laboral individual."
T-555/09,"llm_no_pertinente: El caso trata sobre una acción de tutela contra providencias judiciales en materia penal (sentencia condenatoria), no sobre una relación laboral individual regida por el CST."
T-465/23,sin_articulos_fundamento_directo
T-1196/03,no_pasa_prefiltro_keywords
T-765/04,no_pasa_prefiltro_keywords
T-319/04,no_pasa_prefiltro_keywords
T-170/00,no_pasa_prefiltro_keywords
T-731/98,no_pasa_prefiltro_keywords
T-648/14,"llm_no_pertinente: El caso trata sobre derecho a la vivienda digna de población desplazada, no sobre relación laboral individual regida por el Código Sustantivo del Trabajo."
T-431/12,no_pasa_prefiltro_keywords
T-312/24,"llm_no_pertinente: El accionante es un vendedor informal (trabajador independiente sin empleador), no una relación laboral individual regida por el CST. El litigio es de derecho administrativo y espacios públicos, no de derecho laboral."
T-230/17,"llm_no_pertinente: El caso trata sobre aprehensión/embargo de vehículo en procedimiento judicial de cobro, no sobre relación laboral individual regida por CST."
T-465A/96,sin_texto_o_url_no_resuelve
T-662/01,"llm_no_pertinente: El accionante es personal militar (Suboficial de la Fuerza Aérea) regido por régimen estatutario/administrativo especial, no por el Código Sustantivo del Trabajo."
T-1293/00,"llm_no_pertinente: El tema central es pensión de jubilación y bono pensional (seguridad social), no relación laboral individual regida por CST."
T-418/06,"llm_no_pertinente: El tema central es pensión (mesadas pensionales, pensión de jubilación) y seguridad social, no relación laboral individual regida por el CST."
T-946/14,"llm_no_pertinente: El caso trata sobre protección de derechos de menores y familia, no sobre relación laboral individual regida por el CST."
T-775/07,no_pasa_prefiltro_keywords
T-760A/00,sin_texto_o_url_no_resuelve
T-541/01,sin_articulos_fundamento_directo
T-424/24,"llm_no_pertinente: El caso trata sobre empleado público en carrera administrativa (provisionalidad en cargo de carrera), régimen estatutario no regido por CST sino por normas de carrera administrativa."
T-1025/06,sin_texto_o_url_no_resuelve
T-065/10,"llm_no_pertinente: El tema central es seguridad social en salud (EPS): continuidad en prestación de servicios médicos, no una relación laboral individual regida por el CST."
T-298/03,no_pasa_prefiltro_keywords
T-354/99,"llm_no_pertinente: El caso versa sobre derecho a la educación y calidad del servicio educativo público, no sobre relación laboral individual entre empleador y trabajador regida por CST."
T-680/13,"llm_no_pertinente: El caso trata sobre negación de servicios de salud y medicamentos por parte de una EPS, que es seguridad social en salud, no una relación laboral individual regida por el CST."
T-1583/00,no_pasa_prefiltro_keywords
T-847/09,"llm_no_pertinente: El tema central es seguridad social en salud (EPS): afiliación múltiple, cancelación de contrato por EPS, cobertura y acceso al sistema de salud. No es un litigio laboral individual entre empleador y trabajador."
T-743/07,no_pasa_prefiltro_keywords
T-246/16,"llm_no_pertinente: El caso trata sobre derechos de menores y derecho de familia en contexto carcelario, no sobre relación laboral individual regida por el CST."
T-717/05,no_pasa_prefiltro_keywords
T-149/23,sin_texto_o_url_no_resuelve
T-083/97,no_pasa_prefiltro_keywords
T-965/09,"llm_no_pertinente: El caso trata sobre fuero constitucional de congresistas y juzgamiento por delito de concusión, no sobre relación laboral individual regida por el CST."
SU-298/15,"llm_no_pertinente: El caso trata sobre imprescriptibilidad del derecho a la pensión y reliquidación de pensión de vejez, que son temas de seguridad social/pensión, no de derecho laboral individual bajo CST."
T-763/03,"llm_no_pertinente: El tema central es pensión de sobrevivientes (seguridad social), no relación laboral individual regida por CST."
T-699/11,no_pasa_prefiltro_keywords
T-796/03,"llm_no_pertinente: Los accionantes son empleados públicos de una entidad estatal (Gobernación del Valle del Cauca y Secretaría Departamental de Educación) bajo régimen administrativo/estatutario, no bajo CST. La competencia es contencioso-administrativa, no laboral individual."
T-359/05,"llm_no_pertinente: El caso trata sobre derechos sindicales, libertad sindical y despidos colectivos de trabajadores sindicalizados; es derecho colectivo, no laboral individual."
T-221/08,no_pasa_prefiltro_keywords
T-045/95,"llm_no_pertinente: El caso trata sobre conflicto familiar y derecho de vivienda entre ex compañeros permanentes, no sobre una relación laboral individual regida por el CST."
T-267/99,no_pasa_prefiltro_keywords
T-738/99,"llm_no_pertinente: El accionante es empleado público de una entidad estatal (Gobernación de Nariño) en cargo administrativo (Jefe de Fiscalización), regido por régimen estatutario/administrativo, no por CST."
T-941/06,no_pasa_prefiltro_keywords
T-068/12,no_pasa_prefiltro_keywords
T-196/05,no_pasa_prefiltro_keywords
T-126/97,"llm_no_pertinente: El caso trata sobre abuso de la acción de tutela y defectos procedimentales en reclamaciones de prestaciones sociales a Foncolpuertos, no sobre una relación laboral individual regida por el CST; además, menciona pensiones y seguridad social como objeto central."
T-105/02,"llm_no_pertinente: El caso trata sobre empleados públicos municipales bajo régimen estatutario/administrativo, no sobre relación laboral regida por el CST. La clasificación y remuneración de empleos públicos es materia de derecho administrativo, no derecho laboral individual."
T-191/15,"llm_no_pertinente: El caso trata sobre pensión especial de vejez por hijo en situación de discapacidad (Ley 797 de 2003), materia de seguridad social pensional, excluida del alcance de derecho laboral individual."
T-184/24,no_pasa_prefiltro_keywords
T-638/11,"llm_no_pertinente: El caso trata sobre legitimación procesal en tutela (requisitos formales de la acción), no sobre una relación laboral individual regida por el CST."
T-561/09,no_pasa_prefiltro_keywords
T-562/17,"llm_no_pertinente: El tema central es pensión de vejez bajo Ley 100/93 (régimen de transición pensional), que corresponde a seguridad social en pensiones, no a derecho laboral individual."
T-689/06,"llm_no_pertinente: El tema central es licencia de maternidad reclamada contra una EPS (ISS), es decir, seguridad social en salud, no un litigio laboral entre empleador y trabajador individual."
T-013/12,"llm_no_pertinente: El caso trata sobre devolución de aportes a un fondo de pensiones y cesantías (Porvenir), que es seguridad social en pensiones, no relación laboral individual regida por el CST."
T-268/04,no_pasa_prefiltro_keywords
T-320/18,"llm_no_pertinente: El caso trata sobre indemnización administrativa a víctimas del conflicto armado (UARIV), no sobre una relación laboral individual regida por el CST."
T-1019/04,"llm_no_pertinente: El tema central es seguridad social en salud (derechos a la salud mental y deberes de EPS), no relación laboral individual regida por CST."
T-632/05,no_pasa_prefiltro_keywords
T-620/95,no_pasa_prefiltro_keywords
T-441/07,no_pasa_prefiltro_keywords
T-676/11,sin_texto_o_url_no_resuelve
